project_id,cluster,archetype,physical_health_infrastructure_pct_chunks,drm_facility_resilience_pct_chunks,health_system_resilience_pct_chunks,disaster_hazard_specificity_pct_chunks,climate_impacts_adaptation_pct_chunks,resilience_interventions_pct_chunks,supporting_lifelines_utilities_pct_chunks,capacity_preparedness_accessibility_pct_chunks
P148531,1,General and Mixed Infrastructure,37.83783783783784,2.7027027027027026,2.027027027027027,0.6756756756756757,1.3513513513513513,0.6756756756756757,5.405405405405405,10.135135135135135
P149340,1,General and Mixed Infrastructure,64.07185628742515,2.3952095808383236,1.1976047904191618,1.1976047904191618,1.1976047904191618,4.191616766467066,36.52694610778443,12.574850299401197
P156012,1,General and Mixed Infrastructure,52.991452991452995,4.700854700854701,2.9914529914529915,0.4273504273504274,0.0,4.700854700854701,1.282051282051282,9.82905982905983
P156778,1,General and Mixed Infrastructure,56.00000000000001,1.3333333333333335,0.6666666666666667,0.0,0.6666666666666667,11.333333333333332,2.0,4.666666666666667
P159040,1,General and Mixed Infrastructure,35.24416135881104,2.9723991507431,4.670912951167728,0.21231422505307856,2.335456475583864,4.246284501061571,0.8492569002123143,35.24416135881104
P159544,1,General and Mixed Infrastructure,61.458333333333336,3.125,0.0,0.0,1.0416666666666665,1.0416666666666665,0.0,6.25
P160846,1,General and Mixed Infrastructure,36.89320388349515,1.4563106796116505,1.4563106796116505,0.48543689320388345,2.912621359223301,1.4563106796116505,0.0,3.3980582524271843
P160947,1,General and Mixed Infrastructure,30.555555555555557,9.722222222222223,4.166666666666666,0.4629629629629629,0.4629629629629629,0.4629629629629629,0.0,6.018518518518518
P161163,1,General and Mixed Infrastructure,34.831460674157306,5.337078651685393,6.179775280898876,0.2808988764044944,4.49438202247191,5.617977528089887,1.6853932584269662,37.92134831460674
P161283,2,Hazard and Climate Resilience Infrastructure,50.29239766081871,4.678362573099415,2.3391812865497075,2.3391812865497075,5.263157894736842,11.11111111111111,3.508771929824561,6.432748538011696
P162042,2,Hazard and Climate Resilience Infrastructure,29.444444444444446,2.7777777777777777,1.1111111111111112,1.6666666666666667,7.222222222222221,4.444444444444445,5.555555555555555,6.666666666666667
P163255,2,Hazard and Climate Resilience Infrastructure,35.79545454545455,5.681818181818182,2.272727272727273,3.977272727272727,1.1363636363636365,13.068181818181818,0.5681818181818182,2.840909090909091
P163954,1,General and Mixed Infrastructure,46.56084656084656,5.82010582010582,5.82010582010582,0.5291005291005291,0.5291005291005291,6.349206349206349,7.4074074074074066,5.82010582010582
P164164,2,Hazard and Climate Resilience Infrastructure,40.0,3.571428571428571,3.571428571428571,6.428571428571428,7.142857142857142,2.142857142857143,10.714285714285714,4.285714285714286
P164452,1,General and Mixed Infrastructure,38.92215568862276,1.7964071856287425,2.9940119760479043,1.1976047904191618,1.7964071856287425,5.9880239520958085,2.3952095808383236,7.18562874251497
P164453,1,General and Mixed Infrastructure,65.92592592592592,1.4814814814814816,0.0,0.7407407407407408,1.4814814814814816,8.148148148148149,0.0,12.592592592592592
P165253,1,General and Mixed Infrastructure,14.02439024390244,1.2195121951219512,2.4390243902439024,0.0,1.8292682926829267,0.6097560975609756,9.75609756097561,7.317073170731707
P166165,1,General and Mixed Infrastructure,19.834710743801654,0.8264462809917356,0.8264462809917356,1.2396694214876034,1.2396694214876034,2.8925619834710745,8.677685950413224,11.15702479338843
P166308,2,Hazard and Climate Resilience Infrastructure,37.06896551724138,3.4482758620689653,1.7241379310344827,4.310344827586207,6.896551724137931,11.206896551724139,8.620689655172415,11.206896551724139
P166783,0,Resilience and Preparedness Intensive,68.0,13.0,10.5,1.5,4.5,3.5000000000000004,0.0,23.0
P167581,1,General and Mixed Infrastructure,63.47305389221557,0.0,0.0,0.0,3.592814371257485,2.9940119760479043,16.766467065868262,2.9940119760479043
P167817,1,General and Mixed Infrastructure,38.20224719101123,2.6217228464419478,5.992509363295881,1.1235955056179776,4.49438202247191,9.737827715355806,1.4981273408239701,29.962546816479403
P167959,1,General and Mixed Infrastructure,48.717948717948715,3.418803418803419,2.9914529914529915,0.8547008547008548,2.9914529914529915,8.11965811965812,5.555555555555555,18.803418803418804
P168564,1,General and Mixed Infrastructure,54.347826086956516,5.434782608695652,3.804347826086957,1.6304347826086956,4.891304347826087,1.0869565217391304,8.695652173913043,6.521739130434782
P171648,2,Hazard and Climate Resilience Infrastructure,52.662721893491124,7.100591715976331,1.7751479289940828,2.9585798816568047,7.6923076923076925,14.792899408284024,10.059171597633137,4.733727810650888
P173800,0,Resilience and Preparedness Intensive,57.01754385964912,17.543859649122805,25.438596491228072,0.0,0.8771929824561403,1.7543859649122806,2.631578947368421,43.859649122807014
P174389,1,General and Mixed Infrastructure,43.529411764705884,7.0588235294117645,5.88235294117647,0.0,2.3529411764705883,0.0,0.0,16.470588235294116
